2019/1/14 星期一 14:40:52	正在初始化...已完成
2019/1/14 星期一 18:44:02	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:44:45	开始预订G72次列车车票...

2019/1/14 星期一 18:44:45	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:44:45	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:44:45	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:44:45	[返回无票]该数据为缓存,将G72车次放入小黑屋240秒...

2019/1/14 星期一 18:44:45	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:48:49	开始预订G72次列车车票...

2019/1/14 星期一 18:48:49	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:48:49	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:48:51	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:48:51	[返回无票]该数据为缓存,将G72车次放入小黑屋60秒...

2019/1/14 星期一 18:48:51	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:56:22	开始预订G1018次列车车票...

2019/1/14 星期一 18:56:22	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:56:22	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:56:24	[任务2]实时余票为(2)张,继续提交...

2019/1/14 星期一 18:56:24	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 18:56:24	[任务5]快速出票安全期,等待2712ms

2019/1/14 星期一 18:56:28	[提交成功]等待处理,本次用时:6.54秒

2019/1/14 星期一 18:56:31	[获取结果]12306:没有足够的票!

2019/1/14 星期一 18:56:31	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/14 星期一 18:56:31	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:56:46	开始预订G1008次列车车票...

2019/1/14 星期一 18:56:46	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:56:46	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:56:46	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:56:46	[返回无票]该数据为缓存,将G1008车次放入小黑屋240秒...

2019/1/14 星期一 18:56:46	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:57:01	开始预订G1010次列车车票...

2019/1/14 星期一 18:57:01	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:57:01	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:57:03	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:57:03	[返回无票]该数据为缓存,将G1010车次放入小黑屋360秒...

2019/1/14 星期一 18:57:03	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:57:12	开始预订G1004次列车车票...

2019/1/14 星期一 18:57:12	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:57:12	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:57:13	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:57:13	[返回无票]该数据为缓存,将G1004车次放入小黑屋240秒...

2019/1/14 星期一 18:57:13	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 18:57:35	开始预订G1018次列车车票...

2019/1/14 星期一 18:57:35	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 18:57:35	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 18:57:36	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 18:57:36	[返回无票]该数据为缓存,将G1018车次放入小黑屋540秒...

2019/1/14 星期一 18:57:36	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:01:28	开始预订G1004次列车车票...

2019/1/14 星期一 19:01:28	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:01:28	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:01:29	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:01:29	[返回无票]该数据为缓存,将G1004车次放入小黑屋300秒...

2019/1/14 星期一 19:01:29	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:02:47	开始预订G1008次列车车票...

2019/1/14 星期一 19:02:47	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:02:47	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:02:48	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:02:48	[返回无票]该数据为缓存,将G1008车次放入小黑屋300秒...

2019/1/14 星期一 19:02:48	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:03:00	开始预订G1006次列车车票...

2019/1/14 星期一 19:03:00	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:03:00	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:03:00	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:03:00	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:03:00	[任务5]快速出票安全期,等待2152ms

2019/1/14 星期一 19:03:03	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 19:03:03	[返回无票]该数据为缓存,将G1006车次放入小黑屋180秒...

2019/1/14 星期一 19:03:03	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:03:18	开始预订G1010次列车车票...

2019/1/14 星期一 19:03:18	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:03:18	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:03:18	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:03:19	[返回无票]该数据为缓存,将G1010车次放入小黑屋420秒...

2019/1/14 星期一 19:03:19	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:30:55	开始预订Z230次列车车票...

2019/1/14 星期一 19:30:55	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:30:55	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:30:56	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:30:56	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:30:56	[任务5]快速出票安全期,等待2628ms

2019/1/14 星期一 19:30:59	[提交成功]等待处理,本次用时:3.79秒

2019/1/14 星期一 19:31:00	[获取结果]12306:没有足够的票!

2019/1/14 星期一 19:31:00	[返回无票]该数据为缓存,将Z230车次放入小黑屋60秒...

2019/1/14 星期一 19:31:00	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:31:05	开始预订G1036次列车车票...

2019/1/14 星期一 19:31:05	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:31:05	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:31:05	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:31:05	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:31:05	[任务5]快速出票安全期,等待2036ms

2019/1/14 星期一 19:31:08	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 19:31:08	[返回无票]该数据为缓存,将G1036车次放入小黑屋420秒...

2019/1/14 星期一 19:31:08	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:31:18	开始预订G1004次列车车票...

2019/1/14 星期一 19:31:18	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:31:18	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:31:21	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:31:21	[返回无票]该数据为缓存,将G1004车次放入小黑屋360秒...

2019/1/14 星期一 19:31:21	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:32:18	开始预订Z230次列车车票...

2019/1/14 星期一 19:32:18	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:32:18	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:32:20	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:32:20	[返回无票]该数据为缓存,将Z230车次放入小黑屋540秒...

2019/1/14 星期一 19:32:20	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:34:32	开始预订G1018次列车车票...

2019/1/14 星期一 19:34:32	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:34:32	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:34:33	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:34:33	[返回无票]该数据为缓存,将G1018车次放入小黑屋600秒...

2019/1/14 星期一 19:34:33	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:35:14	开始预订G1022次列车车票...

2019/1/14 星期一 19:35:14	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:35:14	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:35:18	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:35:18	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:35:18	[任务5]快速出票安全期,等待2515ms

2019/1/14 星期一 19:35:22	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 19:35:22	[返回无票]该数据为缓存,将G1022车次放入小黑屋840秒...

2019/1/14 星期一 19:35:22	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:35:54	开始预订G1006次列车车票...

2019/1/14 星期一 19:35:54	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:35:54	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:35:55	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:35:55	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:35:55	[任务5]快速出票安全期,等待1885ms

2019/1/14 星期一 19:35:57	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 19:35:57	[返回无票]该数据为缓存,将G1006车次放入小黑屋240秒...

2019/1/14 星期一 19:35:57	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:37:14	开始预订G1008次列车车票...

2019/1/14 星期一 19:37:14	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:37:14	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:37:19	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:37:19	[返回无票]该数据为缓存,将G1008车次放入小黑屋360秒...

2019/1/14 星期一 19:37:19	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:38:37	开始预订G1036次列车车票...

2019/1/14 星期一 19:38:37	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:38:37	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:38:38	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 19:38:38	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 19:38:38	[任务5]快速出票安全期,等待2337ms

2019/1/14 星期一 19:38:41	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 19:38:41	[返回无票]该数据为缓存,将G1036车次放入小黑屋480秒...

2019/1/14 星期一 19:38:41	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:39:12	开始预订G1004次列车车票...

2019/1/14 星期一 19:39:12	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:39:12	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:39:13	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:39:13	[返回无票]该数据为缓存,将G1004车次放入小黑屋420秒...

2019/1/14 星期一 19:39:14	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:49:55	开始预订G1022次列车车票...

2019/1/14 星期一 19:49:55	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:49:55	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:49:56	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:49:56	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/14 星期一 19:49:56	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:51:49	开始预订G1022次列车车票...

2019/1/14 星期一 19:51:49	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:51:49	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:51:53	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:51:53	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/14 星期一 19:51:53	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:55:29	开始预订G1022次列车车票...

2019/1/14 星期一 19:55:29	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:55:29	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:55:32	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:55:32	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/14 星期一 19:55:32	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 19:58:18	开始预订G1022次列车车票...

2019/1/14 星期一 19:58:18	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 19:58:18	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 19:58:20	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 19:58:20	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/14 星期一 19:58:20	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:07:52	开始预订G1018次列车车票...

2019/1/14 星期一 20:07:52	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:07:52	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:07:53	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:07:53	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/14 星期一 20:07:53	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:08:19	开始预订G1006次列车车票...

2019/1/14 星期一 20:08:19	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:08:19	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:08:20	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:08:20	[返回无票]该数据为缓存,将G1006车次放入小黑屋300秒...

2019/1/14 星期一 20:08:20	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:09:20	开始预订G1018次列车车票...

2019/1/14 星期一 20:09:20	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:09:20	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:09:22	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:09:22	[返回无票]该数据为缓存,将G1018车次放入小黑屋720秒...

2019/1/14 星期一 20:09:22	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:09:48	开始预订G1010次列车车票...

2019/1/14 星期一 20:09:48	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:09:48	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:09:48	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:09:48	[返回无票]该数据为缓存,将G1010车次放入小黑屋480秒...

2019/1/14 星期一 20:09:48	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:12:36	开始预订G1014次列车车票...

2019/1/14 星期一 20:12:36	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:12:36	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:12:38	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:12:38	[返回无票]该数据为缓存,将G1014车次放入小黑屋1020秒...

2019/1/14 星期一 20:12:38	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:14:25	开始预订G1006次列车车票...

2019/1/14 星期一 20:14:25	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:14:25	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:14:30	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:14:30	[返回无票]该数据为缓存,将G1006车次放入小黑屋360秒...

2019/1/14 星期一 20:14:30	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:22:29	开始预订G1012次列车车票...

2019/1/14 星期一 20:22:29	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:22:29	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:22:31	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 20:22:31	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 20:22:31	[任务5]快速出票安全期,等待3690ms

2019/1/14 星期一 20:22:35	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 20:22:35	[返回无票]该数据为缓存,将G1012车次放入小黑屋240秒...

2019/1/14 星期一 20:22:35	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:26:13	开始预订G1022次列车车票...

2019/1/14 星期一 20:26:13	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:26:13	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:26:15	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 20:26:15	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 20:26:15	[任务5]快速出票安全期,等待2003ms

2019/1/14 星期一 20:26:17	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 20:26:17	[返回无票]该数据为缓存,将G1022车次放入小黑屋1140秒...

2019/1/14 星期一 20:26:17	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:26:31	开始预订G1018次列车车票...

2019/1/14 星期一 20:26:31	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:26:31	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:26:36	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 20:26:36	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 20:26:36	[任务5]快速出票安全期,等待2794ms

2019/1/14 星期一 20:26:39	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/14 星期一 20:26:39	[返回无票]该数据为缓存,将G1018车次放入小黑屋780秒...

2019/1/14 星期一 20:26:39	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:27:29	开始预订G1008次列车车票...

2019/1/14 星期一 20:27:29	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:27:29	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:27:30	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:27:30	[返回无票]该数据为缓存,将G1008车次放入小黑屋420秒...

2019/1/14 星期一 20:27:30	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:29:33	开始预订G1012次列车车票...

2019/1/14 星期一 20:29:33	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:29:33	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:29:34	[任务2]实时余票为(1)张,继续提交...

2019/1/14 星期一 20:29:34	[任务4]当前无需验证码,开始提交订单...

2019/1/14 星期一 20:29:34	[任务5]快速出票安全期,等待2702ms

2019/1/14 星期一 20:29:37	[提交成功]等待处理,本次用时:3.64秒

2019/1/14 星期一 20:29:41	[获取结果]12306:没有足够的票!

2019/1/14 星期一 20:29:41	[返回无票]该数据为缓存,将G1012车次放入小黑屋300秒...

2019/1/14 星期一 20:29:41	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:40:44	开始预订G1014次列车车票...

2019/1/14 星期一 20:40:44	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:40:44	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:40:50	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:40:50	[返回无票]该数据为缓存,将G1014车次放入小黑屋1080秒...

2019/1/14 星期一 20:40:50	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:41:10	开始预订G1036次列车车票...

2019/1/14 星期一 20:41:10	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:41:10	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:41:13	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:41:13	[返回无票]该数据为缓存,将G1036车次放入小黑屋540秒...

2019/1/14 星期一 20:41:13	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:41:31	开始预订G1004次列车车票...

2019/1/14 星期一 20:41:31	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:41:31	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:41:32	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:41:32	[返回无票]该数据为缓存,将G1004车次放入小黑屋480秒...

2019/1/14 星期一 20:41:32	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:41:36	开始预订K4176次列车车票...

2019/1/14 星期一 20:41:36	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:41:36	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:41:36	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:41:36	[返回无票]该数据为缓存,将K4176车次放入小黑屋60秒...

2019/1/14 星期一 20:41:36	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:42:44	开始预订K4176次列车车票...

2019/1/14 星期一 20:42:44	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:42:44	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:42:46	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:42:46	[返回无票]该数据为缓存,将K4176车次放入小黑屋60秒...

2019/1/14 星期一 20:42:46	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:42:58	开始预订G1018次列车车票...

2019/1/14 星期一 20:42:58	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:42:58	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:42:59	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:42:59	[返回无票]该数据为缓存,将G1018车次放入小黑屋840秒...

2019/1/14 星期一 20:42:59	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:43:24	开始预订G1028次列车车票...

2019/1/14 星期一 20:43:24	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:43:24	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:43:31	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:43:31	[返回无票]该数据为缓存,将G1028车次放入小黑屋360秒...

2019/1/14 星期一 20:43:31	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:44:08	开始预订K4176次列车车票...

2019/1/14 星期一 20:44:08	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:44:08	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:44:10	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:44:10	[返回无票]该数据为缓存,将K4176车次放入小黑屋60秒...

2019/1/14 星期一 20:44:11	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:45:22	开始预订K4176次列车车票...

2019/1/14 星期一 20:45:22	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:45:22	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:45:23	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:45:23	[返回无票]该数据为缓存,将K4176车次放入小黑屋120秒...

2019/1/14 星期一 20:45:23	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:45:45	开始预订G1022次列车车票...

2019/1/14 星期一 20:45:45	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:45:45	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:45:45	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:45:45	[返回无票]该数据为缓存,将G1022车次放入小黑屋1200秒...

2019/1/14 星期一 20:45:45	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:45:50	开始预订Z24次列车车票...

2019/1/14 星期一 20:45:50	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:45:50	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:45:51	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:45:51	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/14 星期一 20:45:51	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:47:02	开始预订Z24次列车车票...

2019/1/14 星期一 20:47:02	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:47:02	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:47:05	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:47:05	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/14 星期一 20:47:05	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:47:34	开始预订K4176次列车车票...

2019/1/14 星期一 20:47:34	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:47:34	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:47:35	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:47:35	[返回无票]该数据为缓存,将K4176车次放入小黑屋180秒...

2019/1/14 星期一 20:47:35	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:48:32	开始预订Z24次列车车票...

2019/1/14 星期一 20:48:32	[极速]线程启动完成,开始解析算法...

2019/1/14 星期一 20:48:32	[任务1]算法解析完成,开始申请订单...

2019/1/14 星期一 20:48:33	[任务2]目前排队人数已经超过余票张数

2019/1/14 星期一 20:48:33	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/14 星期一 20:48:33	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/14 星期一 20:49:40	开始预订G1028次列车车票...

2019/1/14 星期一 20:49:40	[极速]线程启动完成,开始解析算法...

